Refactoring Type,Original,Updated,Location,Original Line,Updated Line,Description,Commit
Change Return Type,total_angular_momentum,total_angular_momentum,qiskit/chemistry/results/electronic_structure_result.py/ElectronicStructureResult,213,224,['The return type of method total_angular_momentum from the module qiskit/chemistry/results/electronic_structure_result.py in class ElectronicStructureResult is updated'],41d9a152b598526fb309d4ec37d080e4c36d9996
Remove Parameter,__init__,__init__,qiskit_aqua/quantum_instance.py/QuantumInstance,47,47,['The parameters [ config ] of the method __init__ from the module qiskit_aqua/quantum_instance.py in class QuantumInstance is/are removed'],433cecafab8d3d041d403efe411328bf57075b59
Rename Method,test_simon,atest_simon,test/test_simon.py/TestSimon,37,38,['The method test_simon from the module test/test_simon.py in class TestSimon is renamed to atest_simon'],44f86e3e457905b34452117f5ca055dc9371365e
Change Return Type,optimize_svm,optimize_svm,qiskit/aqua/utils/qp_solver.py,25,31,['The return type of method optimize_svm from the module qiskit/aqua/utils/qp_solver.py is updated'],4561f61545c76222456537224add5f0e0899b504
Add Parameter,__init__,__init__,qiskit/aqua/algorithms/adaptive/qaoa/qaoa.py/QAOA,85,85,['The parameters [ callback ] are added to the method __init__ from the module qiskit/aqua/algorithms/adaptive/qaoa/qaoa.py in class QAOA'],4565b8a8f7127dcb014832904ca009d75cb475fe
Add Parameter,__init__,__init__,qiskit/aqua/algorithms/adaptive/qsvm/qsvm_variational.py/QSVMVariational,80,80,['The parameters [ callback ] are added to the method __init__ from the module qiskit/aqua/algorithms/adaptive/qsvm/qsvm_variational.py in class QSVMVariational'],4565b8a8f7127dcb014832904ca009d75cb475fe
Add Parameter,construct_circuit,construct_circuit,qiskit/aqua/algorithms/single_sample/hhl/hhl.py/HHL,171,172,['The parameters [ measurement ] are added to the method construct_circuit from the module qiskit/aqua/algorithms/single_sample/hhl/hhl.py in class HHL'],45887dfa1163c80a8fbb879f207b35d7b2400e1f
Add Parameter,__init__,__init__,qiskit/aqua/quantum_instance.py/QuantumInstance,49,50,['The parameters [ cals_matrix_refresh_period ] are added to the method __init__ from the module qiskit/aqua/quantum_instance.py in class QuantumInstance'],45a980433fda930690a2c4a2f4ee87e63936ff5d
Rename Method,build_measurement_mitigation_fitter,build_measurement_error_mitigation_fitter,qiskit/aqua/utils/measurement_error_mitigation.py,85,85,['The method build_measurement_mitigation_fitter from the module qiskit/aqua/utils/measurement_error_mitigation.py is renamed to build_measurement_error_mitigation_fitter'],45a980433fda930690a2c4a2f4ee87e63936ff5d
Rename Method,test_hhl_diagonal_other_dim,atest_hhl_diagonal_other_dim,test/test_hhl.py/TestHHL,202,201,['The method test_hhl_diagonal_other_dim from the module test/test_hhl.py in class TestHHL is renamed to atest_hhl_diagonal_other_dim'],45ed37e9bb0f099aa6016547be38d99dcef57583
Rename Method,test_hhl_non_hermitian,atest_hhl_non_hermitian,test/test_hhl.py/TestHHL,311,306,['The method test_hhl_non_hermitian from the module test/test_hhl.py in class TestHHL is renamed to atest_hhl_non_hermitian'],45ed37e9bb0f099aa6016547be38d99dcef57583
Rename Method,test_hhl_random_hermitian,atest_hhl_random_hermitian,test/test_hhl.py/TestHHL,278,272,['The method test_hhl_random_hermitian from the module test/test_hhl.py in class TestHHL is renamed to atest_hhl_random_hermitian'],45ed37e9bb0f099aa6016547be38d99dcef57583
Add Parameter,__init__,__init__,qiskit/aqua/components/optimizers/gsls.py/GSLS,41,42,['The parameters [ maxiter ] are added to the method __init__ from the module qiskit/aqua/components/optimizers/gsls.py in class GSLS'],45fd69df08fd3e93a6b48323d6a2c15ecbb7bb1b
Add Parameter,__init__,__init__,qiskit/aqua/components/optimizers/spsa.py/SPSA,64,66,['The parameters [ maxiter ] are added to the method __init__ from the module qiskit/aqua/components/optimizers/spsa.py in class SPSA'],45fd69df08fd3e93a6b48323d6a2c15ecbb7bb1b
Change/Rename Parameter,_optimization,_optimization,qiskit/aqua/components/optimizers/spsa.py/SPSA,127,137,['The parameters [ max_trials ] of the method _optimization from the module qiskit/aqua/components/optimizers/spsa.py in class SPSA are changed/renamed to [maxiter]'],45fd69df08fd3e93a6b48323d6a2c15ecbb7bb1b
Add Parameter,optimize_svm,optimize_svm,qiskit/aqua/utils/qp_solver.py,30,31,['The parameters [ maxiter ] are added to the method optimize_svm from the module qiskit/aqua/utils/qp_solver.py'],45fd69df08fd3e93a6b48323d6a2c15ecbb7bb1b
Add Parameter,__init__,__init__,qiskit/optimization/algorithms/admm_optimizer.py/ADMMParameters,40,41,['The parameters [ maxiter ] are added to the method __init__ from the module qiskit/optimization/algorithms/admm_optimizer.py in class ADMMParameters'],45fd69df08fd3e93a6b48323d6a2c15ecbb7bb1b
Rename Method,_discover_local_chemistry_operators_in_dirs,_discover_local_chemistry_operators,qiskit/chemistry/core/_discover_chemoperator.py,113,112,['The method _discover_local_chemistry_operators_in_dirs from the module qiskit/chemistry/core/_discover_chemoperator.py is renamed to _discover_local_chemistry_operators'],4683e37744ff3db9b88806f175552d5e4870ba3c
Rename Method,_discover_local_drivers_in_dirs,_discover_local_drivers,qiskit/chemistry/drivers/_discover_driver.py,107,106,['The method _discover_local_drivers_in_dirs from the module qiskit/chemistry/drivers/_discover_driver.py is renamed to _discover_local_drivers'],4683e37744ff3db9b88806f175552d5e4870ba3c
Rename Method,test_qasm_snapshot_mode,test_with_aer_qasm_snapshot_mode,test/aqua/test_vqe.py/TestVQE,172,192,['The method test_qasm_snapshot_mode from the module test/aqua/test_vqe.py in class TestVQE is renamed to test_with_aer_qasm_snapshot_mode'],474ad90813667f14d006457748a9dbf5285b70cd
Rename Method,test_statevector_snapshot_mode,test_with_aer_statevector,test/aqua/test_vqe.py/TestVQE,152,152,['The method test_statevector_snapshot_mode from the module test/aqua/test_vqe.py in class TestVQE is renamed to test_with_aer_statevector'],474ad90813667f14d006457748a9dbf5285b70cd
Add Parameter,__init__,__init__,qiskit/aqua/components/variational_forms/ry.py/RY,68,72,['The parameters [ skip_final_ry ] are added to the method __init__ from the module qiskit/aqua/components/variational_forms/ry.py in class RY'],47c5b2e340be934c36af62bdd7f5ea08d5d65024
Add Parameter,get_entangler_map,get_entangler_map,qiskit/aqua/components/variational_forms/variational_form.py/VariationalForm,115,115,['The parameters [ offset ] are added to the method get_entangler_map from the module qiskit/aqua/components/variational_forms/variational_form.py in class VariationalForm'],47c5b2e340be934c36af62bdd7f5ea08d5d65024
Rename Method,_process_expr_with_sympy,_process_expr,qiskit/aqua/components/oracles/logical_expression_oracle.py/LogicalExpressionOracle,169,128,['The method _process_expr_with_sympy from the module qiskit/aqua/components/oracles/logical_expression_oracle.py in class LogicalExpressionOracle is renamed to _process_expr'],48b4ee957ec7ceff46a103e1fa68e5cb66dbc5a6
Remove Parameter,__init__,__init__,qiskit/aqua/components/uncertainty_models/multivariate_variational_distribution.py/MultivariateVariationalDistribution,79,75,['The parameters [ initial_distribution ] of the method __init__ from the module qiskit/aqua/components/uncertainty_models/multivariate_variational_distribution.py in class MultivariateVariationalDistribution is/are removed'],48d39324d11817a0194cf0e5154f7f13a8357d48
Remove Parameter,__init__,__init__,qiskit/aqua/components/uncertainty_models/univariate_variational_distribution.py/UnivariateVariationalDistribution,71,68,['The parameters [ initial_distribution ] of the method __init__ from the module qiskit/aqua/components/uncertainty_models/univariate_variational_distribution.py in class UnivariateVariationalDistribution is/are removed'],48d39324d11817a0194cf0e5154f7f13a8357d48
Change Return Type,transpile,transpile,qiskit/aqua/quantum_instance.py/QuantumInstance,222,241,['The return type of method transpile from the module qiskit/aqua/quantum_instance.py in class QuantumInstance is updated'],4979f998b63f09a6e6fedafb07c2b102fc03336d
Change Return Type,_evaluate_statevector_results,_evaluate_statevector_results,qiskit/aqua/algorithms/single_sample/amplitude_estimation/ae.py/AmplitudeEstimation,120,116,['The return type of method _evaluate_statevector_results from the module qiskit/aqua/algorithms/single_sample/amplitude_estimation/ae.py in class AmplitudeEstimation is updated'],497fc9df4b319e8be4306fc0f6dc1b6095b3f944
Change Return Type,_fisher_confint,_fisher_confint,qiskit/aqua/algorithms/single_sample/amplitude_estimation/ae.py/AmplitudeEstimation,182,179,['The return type of method _fisher_confint from the module qiskit/aqua/algorithms/single_sample/amplitude_estimation/ae.py in class AmplitudeEstimation is updated'],497fc9df4b319e8be4306fc0f6dc1b6095b3f944
Change Return Type,_likelihood_ratio_confint,_likelihood_ratio_confint,qiskit/aqua/algorithms/single_sample/amplitude_estimation/ae.py/AmplitudeEstimation,205,200,['The return type of method _likelihood_ratio_confint from the module qiskit/aqua/algorithms/single_sample/amplitude_estimation/ae.py in class AmplitudeEstimation is updated'],497fc9df4b319e8be4306fc0f6dc1b6095b3f944
Change Return Type,confidence_interval,confidence_interval,qiskit/aqua/algorithms/single_sample/amplitude_estimation/ae.py/AmplitudeEstimation,278,271,['The return type of method confidence_interval from the module qiskit/aqua/algorithms/single_sample/amplitude_estimation/ae.py in class AmplitudeEstimation is updated'],497fc9df4b319e8be4306fc0f6dc1b6095b3f944
Change Return Type,_chernoff_confint,_chernoff_confint,qiskit/aqua/algorithms/single_sample/amplitude_estimation/iqae.py/IterativeAmplitudeEstimation,234,230,['The return type of method _chernoff_confint from the module qiskit/aqua/algorithms/single_sample/amplitude_estimation/iqae.py in class IterativeAmplitudeEstimation is updated'],497fc9df4b319e8be4306fc0f6dc1b6095b3f944
Change Return Type,_clopper_pearson_confint,_clopper_pearson_confint,qiskit/aqua/algorithms/single_sample/amplitude_estimation/iqae.py/IterativeAmplitudeEstimation,256,254,['The return type of method _clopper_pearson_confint from the module qiskit/aqua/algorithms/single_sample/amplitude_estimation/iqae.py in class IterativeAmplitudeEstimation is updated'],497fc9df4b319e8be4306fc0f6dc1b6095b3f944
Change Return Type,_find_next_k,_find_next_k,qiskit/aqua/algorithms/single_sample/amplitude_estimation/iqae.py/IterativeAmplitudeEstimation,110,106,['The return type of method _find_next_k from the module qiskit/aqua/algorithms/single_sample/amplitude_estimation/iqae.py in class IterativeAmplitudeEstimation is updated'],497fc9df4b319e8be4306fc0f6dc1b6095b3f944
Change Return Type,_probability_to_measure_one,_probability_to_measure_one,qiskit/aqua/algorithms/single_sample/amplitude_estimation/iqae.py/IterativeAmplitudeEstimation,206,202,['The return type of method _probability_to_measure_one from the module qiskit/aqua/algorithms/single_sample/amplitude_estimation/iqae.py in class IterativeAmplitudeEstimation is updated'],497fc9df4b319e8be4306fc0f6dc1b6095b3f944
Change Return Type,_evaluate_statevectors,_evaluate_statevectors,qiskit/aqua/algorithms/single_sample/amplitude_estimation/mlae.py/MaximumLikelihoodAmplitudeEstimation,145,140,['The return type of method _evaluate_statevectors from the module qiskit/aqua/algorithms/single_sample/amplitude_estimation/mlae.py in class MaximumLikelihoodAmplitudeEstimation is updated'],497fc9df4b319e8be4306fc0f6dc1b6095b3f944
Change Return Type,_fisher_confint,_fisher_confint,qiskit/aqua/algorithms/single_sample/amplitude_estimation/mlae.py/MaximumLikelihoodAmplitudeEstimation,268,276,['The return type of method _fisher_confint from the module qiskit/aqua/algorithms/single_sample/amplitude_estimation/mlae.py in class MaximumLikelihoodAmplitudeEstimation is updated'],497fc9df4b319e8be4306fc0f6dc1b6095b3f944
Change Return Type,_get_hits,_get_hits,qiskit/aqua/algorithms/single_sample/amplitude_estimation/mlae.py/MaximumLikelihoodAmplitudeEstimation,167,163,['The return type of method _get_hits from the module qiskit/aqua/algorithms/single_sample/amplitude_estimation/mlae.py in class MaximumLikelihoodAmplitudeEstimation is updated'],497fc9df4b319e8be4306fc0f6dc1b6095b3f944
Change Return Type,_likelihood_ratio_confint,_likelihood_ratio_confint,qiskit/aqua/algorithms/single_sample/amplitude_estimation/mlae.py/MaximumLikelihoodAmplitudeEstimation,297,304,['The return type of method _likelihood_ratio_confint from the module qiskit/aqua/algorithms/single_sample/amplitude_estimation/mlae.py in class MaximumLikelihoodAmplitudeEstimation is updated'],497fc9df4b319e8be4306fc0f6dc1b6095b3f944
Change Return Type,confidence_interval,confidence_interval,qiskit/aqua/algorithms/single_sample/amplitude_estimation/mlae.py/MaximumLikelihoodAmplitudeEstimation,343,350,['The return type of method confidence_interval from the module qiskit/aqua/algorithms/single_sample/amplitude_estimation/mlae.py in class MaximumLikelihoodAmplitudeEstimation is updated'],497fc9df4b319e8be4306fc0f6dc1b6095b3f944
Change/Rename Parameter,__init__,__init__,qiskit/aqua/algorithms/single_sample/amplitude_estimation/mlae.py/MaximumLikelihoodAmplitudeEstimation,66,66,['The parameters [ q_objective ] of the method __init__ from the module qiskit/aqua/algorithms/single_sample/amplitude_estimation/mlae.py in class MaximumLikelihoodAmplitudeEstimation are changed/renamed to [q_factory]'],49da38f314e820427bbbe6c1ff0f4e07324315d0
Add Parameter,init_args,init_args,qiskit_aqua/algorithms/single_sample/hhl/lookup_rotation.py/LUP_ROTATION,147,148,['The parameters [ evo_time ] are added to the method init_args from the module qiskit_aqua/algorithms/single_sample/hhl/lookup_rotation.py in class LUP_ROTATION'],4a6165738f0ee30316208e220442fa21e085287c
Rename Method,get_aqua_chemistry_logging,get_qiskit_chemistry_logging,qiskit_chemistry/_logging.py,102,102,['The method get_aqua_chemistry_logging from the module qiskit_chemistry/_logging.py is renamed to get_qiskit_chemistry_logging'],4b9a30e336e08b8357498dc3dbb161e9a528e009
Rename Method,set_aqua_chemistry_logging,set_qiskit_chemistry_logging,qiskit_chemistry/_logging.py,112,112,['The method set_aqua_chemistry_logging from the module qiskit_chemistry/_logging.py is renamed to set_qiskit_chemistry_logging'],4b9a30e336e08b8357498dc3dbb161e9a528e009
Remove Parameter,build_logging_config,build_logging_config,qiskit_aqua/_logging.py,40,52,['The parameters [ names ] of the method build_logging_config from the module qiskit_aqua/_logging.py is/are removed'],4bade73e7bc4fbd76dba31893237b986a415facb
Rename Method,set_logger_config,set_logging_config,qiskit_aqua/_logging.py,62,74,['The method set_logger_config from the module qiskit_aqua/_logging.py is renamed to set_logging_config'],4bade73e7bc4fbd76dba31893237b986a415facb
Add Parameter,build_logging_config,build_logging_config,qiskit/aqua/_logging.py,43,33,['The parameters [ domains ] are added to the method build_logging_config from the module qiskit/aqua/_logging.py'],4bfb238041b1788b5fee3bd34416d30478e04b7b
Add Parameter,get_logging_level,get_logging_level,qiskit/aqua/_logging.py,78,85,['The parameters [ domain ] are added to the method get_logging_level from the module qiskit/aqua/_logging.py'],4bfb238041b1788b5fee3bd34416d30478e04b7b
